,"ABM Campaign Planner - organized at job-title level. EVERY distinct title mentioned in Economic Buyer, Champion, or Influencer/User gets its own cluster/campaign, even if it appears only once - a use case can belong to more than one title's cluster. Each cluster's whole email sequence launches as ONE campaign per region on its scheduled day, and only for regions the source data actually names for that use case (see Target Geography column) - before Rakesh's US Master Calendar resumes.",,,,,,,,,,,,,,,,
Campaign Status,Date,Day,Owner,Region,Target Geography (this send),Persona (Job Title),Priority,Stream,Product(s),Sequence Length,Use Cases Covered (Buyer / Champion / Influencer-User),Campaign Name,Audience / Target List,Status,Date Live,Date Done,Notes
,23-Mar-2027,Tue,ABM Team,US,USA,Head of Customer Success (Plum),P1,ICP Persona Sequence,Plum,1 emails,"1. Client / customer gifting - Buyer: Head of Customer Success / Sales | Champion: CS / account manager | Influencer/User: Customers, key accounts",P1_ABM_ICPSEQ-HEAD-OF-CUSTOMER-SUC_US_EMAIL-LI_abmteam_23MAR27,Head of Customer Success (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Head of Customer Success' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,23-Mar-2027,Tue,ABM Team,ROW,"India, Middle East",Head of Customer Success (Plum),P1,ICP Persona Sequence,Plum,1 emails,"1. Client / customer gifting - Buyer: Head of Customer Success / Sales | Champion: CS / account manager | Influencer/User: Customers, key accounts",P1_ABM_ICPSEQ-HEAD-OF-CUSTOMER-SUC_ROW_EMAIL-LI_abmteam_23MAR27,Head of Customer Success (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Head of Customer Success' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,23-Mar-2027,Tue,ABM Team,Global,Europe,Head of Customer Success (Plum),P1,ICP Persona Sequence,Plum,1 emails,"1. Client / customer gifting - Buyer: Head of Customer Success / Sales | Champion: CS / account manager | Influencer/User: Customers, key accounts",P1_ABM_ICPSEQ-HEAD-OF-CUSTOMER-SUC_GLOBAL_EMAIL-LI_abmteam_23MAR27,Head of Customer Success (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Head of Customer Success' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,24-Mar-2027,Wed,ABM Team,US,USA,Head of Events (Plum),P1,ICP Persona Sequence,Plum,1 emails,"1. Events & conference gifting - Buyer: Head of Events / Field Marketing | Champion: Event marketing manager | Influencer/User: Event attendees, webinar registrants",P1_ABM_ICPSEQ-HEAD-OF-EVENTS-PLUM_US_EMAIL-LI_abmteam_24MAR27,Head of Events (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Head of Events' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,24-Mar-2027,Wed,ABM Team,ROW,"India, Middle East",Head of Events (Plum),P1,ICP Persona Sequence,Plum,1 emails,"1. Events & conference gifting - Buyer: Head of Events / Field Marketing | Champion: Event marketing manager | Influencer/User: Event attendees, webinar registrants",P1_ABM_ICPSEQ-HEAD-OF-EVENTS-PLUM_ROW_EMAIL-LI_abmteam_24MAR27,Head of Events (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Head of Events' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,24-Mar-2027,Wed,ABM Team,Global,Europe,Head of Events (Plum),P1,ICP Persona Sequence,Plum,1 emails,"1. Events & conference gifting - Buyer: Head of Events / Field Marketing | Champion: Event marketing manager | Influencer/User: Event attendees, webinar registrants",P1_ABM_ICPSEQ-HEAD-OF-EVENTS-PLUM_GLOBAL_EMAIL-LI_abmteam_24MAR27,Head of Events (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Head of Events' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,25-Mar-2027,Thu,ABM Team,US,USA,Head of HR (Plum),P1,ICP Persona Sequence,Plum,1 emails,"1. Festive / festival gifting - Buyer: Head of HR / Marketing / Admin | Champion: HR ops / admin | Influencer/User: Employees, clients, channel partners",P1_ABM_ICPSEQ-HEAD-OF-HR-PLUM_US_EMAIL-LI_abmteam_25MAR27,Head of HR (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Head of HR' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,25-Mar-2027,Thu,ABM Team,ROW,"India, Middle East, SEA",Head of HR (Plum),P1,ICP Persona Sequence,Plum,1 emails,"1. Festive / festival gifting - Buyer: Head of HR / Marketing / Admin | Champion: HR ops / admin | Influencer/User: Employees, clients, channel partners",P1_ABM_ICPSEQ-HEAD-OF-HR-PLUM_ROW_EMAIL-LI_abmteam_25MAR27,Head of HR (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Head of HR' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,25-Mar-2027,Thu,ABM Team,Global,Europe,Head of HR (Plum),P1,ICP Persona Sequence,Plum,1 emails,"1. Festive / festival gifting - Buyer: Head of HR / Marketing / Admin | Champion: HR ops / admin | Influencer/User: Employees, clients, channel partners",P1_ABM_ICPSEQ-HEAD-OF-HR-PLUM_GLOBAL_EMAIL-LI_abmteam_25MAR27,Head of HR (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Head of HR' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,26-Mar-2027,Fri,ABM Team,US,USA,Head of L&D (Plum),P1,ICP Persona Sequence,Plum,1 emails,"1. Learning / training completion incentives - Buyer: Head of L&D / (edtech) Growth | Champion: Program manager | Influencer/User: Learners, employees, edtech users",P1_ABM_ICPSEQ-HEAD-OF-L-D-PLUM_US_EMAIL-LI_abmteam_26MAR27,Head of L&D (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Head of L&D' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,26-Mar-2027,Fri,ABM Team,ROW,"India, SEA",Head of L&D (Plum),P1,ICP Persona Sequence,Plum,1 emails,"1. Learning / training completion incentives - Buyer: Head of L&D / (edtech) Growth | Champion: Program manager | Influencer/User: Learners, employees, edtech users",P1_ABM_ICPSEQ-HEAD-OF-L-D-PLUM_ROW_EMAIL-LI_abmteam_26MAR27,Head of L&D (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Head of L&D' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,29-Mar-2027,Mon,ABM Team,US,USA,Head of Loyalty (Plum),P1,ICP Persona Sequence,Plum,1 emails,"1. Real estate / resident rewards - Buyer: Head of Loyalty (proptech) / multifamily operator marketing | Champion: Resident-experience manager | Influencer/User: Renters, residents, tenants",P1_ABM_ICPSEQ-HEAD-OF-LOYALTY-PLUM_US_EMAIL-LI_abmteam_29MAR27,Head of Loyalty (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Head of Loyalty' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,29-Mar-2027,Mon,ABM Team,Global,Europe,Head of Loyalty (Plum),P1,ICP Persona Sequence,Plum,1 emails,"1. Real estate / resident rewards - Buyer: Head of Loyalty (proptech) / multifamily operator marketing | Champion: Resident-experience manager | Influencer/User: Renters, residents, tenants",P1_ABM_ICPSEQ-HEAD-OF-LOYALTY-PLUM_GLOBAL_EMAIL-LI_abmteam_29MAR27,Head of Loyalty (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Head of Loyalty' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,30-Mar-2027,Tue,ABM Team,US,USA,Head of Monetization (Plum),P1,ICP Persona Sequence,Plum,1 emails,"1. Gaming rewards - Buyer: Head of Monetization / Live-ops | Champion: Live-ops manager | Influencer/User: Players, gamers, esports participants",P1_ABM_ICPSEQ-HEAD-OF-MONETIZATION_US_EMAIL-LI_abmteam_30MAR27,Head of Monetization (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Head of Monetization' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,30-Mar-2027,Tue,ABM Team,ROW,"India, Middle East, SEA, Africa",Head of Monetization (Plum),P1,ICP Persona Sequence,Plum,1 emails,"1. Gaming rewards - Buyer: Head of Monetization / Live-ops | Champion: Live-ops manager | Influencer/User: Players, gamers, esports participants",P1_ABM_ICPSEQ-HEAD-OF-MONETIZATION_ROW_EMAIL-LI_abmteam_30MAR27,Head of Monetization (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Head of Monetization' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,30-Mar-2027,Tue,ABM Team,Global,Europe + rest of world,Head of Monetization (Plum),P1,ICP Persona Sequence,Plum,1 emails,"1. Gaming rewards - Buyer: Head of Monetization / Live-ops | Champion: Live-ops manager | Influencer/User: Players, gamers, esports participants",P1_ABM_ICPSEQ-HEAD-OF-MONETIZATION_GLOBAL_EMAIL-LI_abmteam_30MAR27,Head of Monetization (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Head of Monetization' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,31-Mar-2027,Wed,ABM Team,US,USA,Head of Ops (Plum),P1,ICP Persona Sequence,Plum,1 emails,"1. Gig / creator / freelancer payouts - Buyer: Head of Ops / Finance | Champion: Payments PM | Influencer/User: Gig workers, creators, freelancers",P1_ABM_ICPSEQ-HEAD-OF-OPS-PLUM_US_EMAIL-LI_abmteam_31MAR27,Head of Ops (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Head of Ops' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,31-Mar-2027,Wed,ABM Team,ROW,"India, SEA",Head of Ops (Plum),P1,ICP Persona Sequence,Plum,1 emails,"1. Gig / creator / freelancer payouts - Buyer: Head of Ops / Finance | Champion: Payments PM | Influencer/User: Gig workers, creators, freelancers",P1_ABM_ICPSEQ-HEAD-OF-OPS-PLUM_ROW_EMAIL-LI_abmteam_31MAR27,Head of Ops (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Head of Ops' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,31-Mar-2027,Wed,ABM Team,Global,Europe,Head of Ops (Plum),P1,ICP Persona Sequence,Plum,1 emails,"1. Gig / creator / freelancer payouts - Buyer: Head of Ops / Finance | Champion: Payments PM | Influencer/User: Gig workers, creators, freelancers",P1_ABM_ICPSEQ-HEAD-OF-OPS-PLUM_GLOBAL_EMAIL-LI_abmteam_31MAR27,Head of Ops (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Head of Ops' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,01-Apr-2027,Thu,ABM Team,US,USA,Head of Partnerships (Plum),P1,ICP Persona Sequence,Plum,1 emails,"1. Affiliate & partner payouts - Buyer: Head of Partnerships | Champion: Affiliate manager | Influencer/User: Affiliates, partners",P1_ABM_ICPSEQ-HEAD-OF-PARTNERSHIPS_US_EMAIL-LI_abmteam_01APR27,Head of Partnerships (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Head of Partnerships' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,01-Apr-2027,Thu,ABM Team,ROW,India,Head of Partnerships (Plum),P1,ICP Persona Sequence,Plum,1 emails,"1. Affiliate & partner payouts - Buyer: Head of Partnerships | Champion: Affiliate manager | Influencer/User: Affiliates, partners",P1_ABM_ICPSEQ-HEAD-OF-PARTNERSHIPS_ROW_EMAIL-LI_abmteam_01APR27,Head of Partnerships (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Head of Partnerships' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,01-Apr-2027,Thu,ABM Team,Global,Europe,Head of Partnerships (Plum),P1,ICP Persona Sequence,Plum,1 emails,"1. Affiliate & partner payouts - Buyer: Head of Partnerships | Champion: Affiliate manager | Influencer/User: Affiliates, partners",P1_ABM_ICPSEQ-HEAD-OF-PARTNERSHIPS_GLOBAL_EMAIL-LI_abmteam_01APR27,Head of Partnerships (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Head of Partnerships' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,02-Apr-2027,Fri,ABM Team,US,USA,Head of Payments (Plum),P1,ICP Persona Sequence,Plum,1 emails,1. Global payouts (choice-based) - Buyer: CFO / Head of Payments | Champion: Finance ops | Influencer/User: Mixed recipients worldwide,P1_ABM_ICPSEQ-HEAD-OF-PAYMENTS-PLU_US_EMAIL-LI_abmteam_02APR27,Head of Payments (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Head of Payments' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,02-Apr-2027,Fri,ABM Team,ROW,"India, Middle East, SEA, Africa",Head of Payments (Plum),P1,ICP Persona Sequence,Plum,1 emails,1. Global payouts (choice-based) - Buyer: CFO / Head of Payments | Champion: Finance ops | Influencer/User: Mixed recipients worldwide,P1_ABM_ICPSEQ-HEAD-OF-PAYMENTS-PLU_ROW_EMAIL-LI_abmteam_02APR27,Head of Payments (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Head of Payments' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,02-Apr-2027,Fri,ABM Team,Global,Europe + rest of world,Head of Payments (Plum),P1,ICP Persona Sequence,Plum,1 emails,1. Global payouts (choice-based) - Buyer: CFO / Head of Payments | Champion: Finance ops | Influencer/User: Mixed recipients worldwide,P1_ABM_ICPSEQ-HEAD-OF-PAYMENTS-PLU_GLOBAL_EMAIL-LI_abmteam_02APR27,Head of Payments (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Head of Payments' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,05-Apr-2027,Mon,ABM Team,US,USA,Head of Total Rewards (Plum),P1,ICP Persona Sequence,Plum,1 emails,1. Employee gifting - Buyer: CHRO / Head of Total Rewards | Champion: HR ops | Influencer/User: Employees,P1_ABM_ICPSEQ-HEAD-OF-TOTAL-REWARD_US_EMAIL-LI_abmteam_05APR27,Head of Total Rewards (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Head of Total Rewards' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,05-Apr-2027,Mon,ABM Team,ROW,"India, Middle East, SEA, Africa",Head of Total Rewards (Plum),P1,ICP Persona Sequence,Plum,1 emails,1. Employee gifting - Buyer: CHRO / Head of Total Rewards | Champion: HR ops | Influencer/User: Employees,P1_ABM_ICPSEQ-HEAD-OF-TOTAL-REWARD_ROW_EMAIL-LI_abmteam_05APR27,Head of Total Rewards (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Head of Total Rewards' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,05-Apr-2027,Mon,ABM Team,Global,Europe + rest of world,Head of Total Rewards (Plum),P1,ICP Persona Sequence,Plum,1 emails,1. Employee gifting - Buyer: CHRO / Head of Total Rewards | Champion: HR ops | Influencer/User: Employees,P1_ABM_ICPSEQ-HEAD-OF-TOTAL-REWARD_GLOBAL_EMAIL-LI_abmteam_05APR27,Head of Total Rewards (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Head of Total Rewards' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,06-Apr-2027,Tue,ABM Team,US,USA,Head of UX Research (Plum),P1,ICP Persona Sequence,Plum,1 emails,"1. UX / product research incentives - Buyer: Head of UX Research / Product Ops | Champion: Research ops | Influencer/User: Research participants, testers",P1_ABM_ICPSEQ-HEAD-OF-UX-RESEARCH_US_EMAIL-LI_abmteam_06APR27,Head of UX Research (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Head of UX Research' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,06-Apr-2027,Tue,ABM Team,ROW,India,Head of UX Research (Plum),P1,ICP Persona Sequence,Plum,1 emails,"1. UX / product research incentives - Buyer: Head of UX Research / Product Ops | Champion: Research ops | Influencer/User: Research participants, testers",P1_ABM_ICPSEQ-HEAD-OF-UX-RESEARCH_ROW_EMAIL-LI_abmteam_06APR27,Head of UX Research (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Head of UX Research' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,06-Apr-2027,Tue,ABM Team,Global,Europe,Head of UX Research (Plum),P1,ICP Persona Sequence,Plum,1 emails,"1. UX / product research incentives - Buyer: Head of UX Research / Product Ops | Champion: Research ops | Influencer/User: Research participants, testers",P1_ABM_ICPSEQ-HEAD-OF-UX-RESEARCH_GLOBAL_EMAIL-LI_abmteam_06APR27,Head of UX Research (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Head of UX Research' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,07-Apr-2027,Wed,ABM Team,US,USA,Head of Wellbeing (Plum),P1,ICP Persona Sequence,Plum,1 emails,1. Employee wellness & health incentives - Buyer: Head of Wellbeing / (insurer) Member Engagement | Champion: Wellness program manager | Influencer/User: Employees; insurer members,P1_ABM_ICPSEQ-HEAD-OF-WELLBEING-PL_US_EMAIL-LI_abmteam_07APR27,Head of Wellbeing (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Head of Wellbeing' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,07-Apr-2027,Wed,ABM Team,ROW,"India, Middle East",Head of Wellbeing (Plum),P1,ICP Persona Sequence,Plum,1 emails,1. Employee wellness & health incentives - Buyer: Head of Wellbeing / (insurer) Member Engagement | Champion: Wellness program manager | Influencer/User: Employees; insurer members,P1_ABM_ICPSEQ-HEAD-OF-WELLBEING-PL_ROW_EMAIL-LI_abmteam_07APR27,Head of Wellbeing (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Head of Wellbeing' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,07-Apr-2027,Wed,ABM Team,Global,Europe,Head of Wellbeing (Plum),P1,ICP Persona Sequence,Plum,1 emails,1. Employee wellness & health incentives - Buyer: Head of Wellbeing / (insurer) Member Engagement | Champion: Wellness program manager | Influencer/User: Employees; insurer members,P1_ABM_ICPSEQ-HEAD-OF-WELLBEING-PL_GLOBAL_EMAIL-LI_abmteam_07APR27,Head of Wellbeing (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Head of Wellbeing' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,08-Apr-2027,Thu,ABM Team,US,USA,Legal ops (Plum),P1,ICP Persona Sequence,Plum,1 emails,1. Legal settlements / class-action payouts - Buyer: Settlement administrator / Legal ops | Champion: Ops manager | Influencer/User: Claimants,P1_ABM_ICPSEQ-LEGAL-OPS-PLUM_US_EMAIL-LI_abmteam_08APR27,Legal ops (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Legal ops' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,08-Apr-2027,Thu,ABM Team,Global,Europe,Legal ops (Plum),P1,ICP Persona Sequence,Plum,1 emails,1. Legal settlements / class-action payouts - Buyer: Settlement administrator / Legal ops | Champion: Ops manager | Influencer/User: Claimants,P1_ABM_ICPSEQ-LEGAL-OPS-PLUM_GLOBAL_EMAIL-LI_abmteam_08APR27,Legal ops (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Legal ops' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,09-Apr-2027,Fri,ABM Team,US,USA,Lifecycle (Plum),P1,ICP Persona Sequence,Plum,1 emails,"1. Referral rewards - Buyer: Head of Growth / CMO | Champion: Lifecycle / growth manager | Influencer/User: Referrers (customers, advocates)",P1_ABM_ICPSEQ-LIFECYCLE-PLUM_US_EMAIL-LI_abmteam_09APR27,Lifecycle (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Lifecycle' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,09-Apr-2027,Fri,ABM Team,ROW,"India, Middle East, SEA, Africa",Lifecycle (Plum),P1,ICP Persona Sequence,Plum,1 emails,"1. Referral rewards - Buyer: Head of Growth / CMO | Champion: Lifecycle / growth manager | Influencer/User: Referrers (customers, advocates)",P1_ABM_ICPSEQ-LIFECYCLE-PLUM_ROW_EMAIL-LI_abmteam_09APR27,Lifecycle (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Lifecycle' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,09-Apr-2027,Fri,ABM Team,Global,Europe + rest of world,Lifecycle (Plum),P1,ICP Persona Sequence,Plum,1 emails,"1. Referral rewards - Buyer: Head of Growth / CMO | Champion: Lifecycle / growth manager | Influencer/User: Referrers (customers, advocates)",P1_ABM_ICPSEQ-LIFECYCLE-PLUM_GLOBAL_EMAIL-LI_abmteam_09APR27,Lifecycle (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Lifecycle' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,12-Apr-2027,Mon,ABM Team,US,USA,Live-ops (Plum),P1,ICP Persona Sequence,Plum,1 emails,"1. Gaming rewards - Buyer: Head of Monetization / Live-ops | Champion: Live-ops manager | Influencer/User: Players, gamers, esports participants",P1_ABM_ICPSEQ-LIVE-OPS-PLUM_US_EMAIL-LI_abmteam_12APR27,Live-ops (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Live-ops' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,12-Apr-2027,Mon,ABM Team,ROW,"India, Middle East, SEA, Africa",Live-ops (Plum),P1,ICP Persona Sequence,Plum,1 emails,"1. Gaming rewards - Buyer: Head of Monetization / Live-ops | Champion: Live-ops manager | Influencer/User: Players, gamers, esports participants",P1_ABM_ICPSEQ-LIVE-OPS-PLUM_ROW_EMAIL-LI_abmteam_12APR27,Live-ops (Plum) buyer segment (1 use cases spanning Plum),Planned,,,"Job-title cluster - every use case mentioning 'Live-ops' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
